"Landing page type","Landing page path","UTM source","UTM campaign","Referrer source","Sessions","Pageviews","Conversion rate","Sessions that completed checkout","Sessions that reached checkout","Sessions with cart additions"
"Product","/products/karst-marble-table-lamp","google","LightingShopping_21285710791","direct",5,8,0,0,0,0
"Collection","/collections/table-lamps-for-living-room","google","LightingShopping_21285710791","search",5,8,0,0,0,0
"Product","/products/nordic-2-light-wall-washer-sconce-gold","ig","041126_Advantage Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","direct",4,8,0,0,0,0
"Product","/products/creative-bar-art-single-head-pendant-lamp-long",,,"direct",8,8,0,0,0,0
"Product","/products/selenite-marble-wall-light","ig","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","social",1,8,0,0,0,0
"Product","/products/tripura-gold-metal-floor-lamp","th","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","direct",5,8,0,0,0,0
"Product","/products/murano-8-light-baccarat-style-chandelier","google","Pmaxbleeders_20714640181","search",6,8,0,0,0,0
"Product","/products/doof-white-table-ceramic-vase","ig","060326_BOF_Retargeting_CBO_Sales_Warm_Hot_Evergreen_120244319824490384","social",1,8,0,0,0,0
"Product","/products/carus-pier-gate-light",,,"direct",8,8,0,0,0,0
"Product","/products/ember-12-light-victorian-candle-chandelier-white","fb","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","social",7,8,0,0,0,0
"Product","/products/aurora-loop-wall-sconce","facebook","041126_Advantage Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","direct",7,8,0,0,0,0
"Product","/products/elite-venetian-6-light-crystal-chandelier","ig","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","social",5,8,0,0,0,0
"Product","/products/aurora-2-light-vintage-crystal-wall-lamp","fb","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","direct",7,8,0,0,0,0
"Product","/products/droplet-single-pendant-light-chrome","google","LightingShopping_21285710791","search",6,8,0,0,0,0
"Product","/products/fleur-glass-ceiling-light-yellow","bing","PmaxLightingBing","search",2,8,0,0,0,0
"Product","/products/valhalla-outdoor-wall-light-dark-brown","google","BestsellersDemandGen_23697546917","direct",6,8,0,0,0,0
"Product","/products/loop-strip-led-chandelier-gold",,,"search",3,8,0,0,0,0
"Product","/products/korean-inspired-globe-glass-hanging-pendant-lamp","fb","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","social",1,8,0,0,0,0
"Product","/products/ozera-trumpet-ceiling-light",,,"social",5,8,0,0,0,0
"Product","/products/neob-black-ceramic-decorative-item","chatgpt.com",,"unknown",1,8,0,0,0,0
"Product","/products/modern-style-brass-and-blue-wall-light","ig","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","social",4,8,0,0,0,0
"Product","/products/valerie-eliptical-ceramic-tray-green",,,"direct",7,8,0,0,0,0
"Product","/products/aiwen-6-light-industrial-chandelier-black","google","LightingShopping_21285710791","direct",7,8,0,0,0,0
"Product","/products/mesa-metal-lantern-black",,,"direct",8,8,0,0,0,0
"Product","/products/cara-table-lamp-juniper-finish","ig","060326_BOF_Retargeting_CBO_Sales_Warm_Hot_Evergreen_120244319824490384","social",4,8,0,0,0,0
"Product","/products/aspen-clear-glass-hanging-pendant-lamp-round-shade","google","LightingSearchaimax","search",5,8,0,0,0,0
"Product","/products/emmet-victorian-12-light-crystal-chandelier-silver",,,"direct",8,8,0,0,0,0
"Product","/products/artisan-crafted-american-style-ceramic-table-lamp-with-beige-shade","facebook","041126_Advantage Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","direct",6,8,0,0,0,0
"Product","/products/box-outdoor-wall-light-black","google","PMaxLightingNC_16828666790","direct",7,8,0,0,0,0
"Product","/products/ochre-terracotta-vase-medium","fb","090226_Advantage+Catalog_Decor_CBO_ASC_Evergreen_120245840731820384","social",4,8,0,0,0,0
"Product","/products/charmant-2-light-candle-style-wall-lamp",,,"direct",8,8,0,0,0,0
"Product","/products/retro-outdoor-wall-light-black","google","PMaxLightingNC_16828666790","search",3,8,0,0,1,1
"Product","/products/adam-outdoor-wall-light-brown",,,"direct",8,8,0,0,0,0
"Collection","/collections/new-arrival-floor-lamps","google","LightingSearchaimax","search",5,8,0,0,0,0
"Product","/products/felsen-decorative-tray",,,"direct",8,8,0,0,0,0
"Product","/products/tempo-2-light-wall-sconce","ig","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","social",5,8,0,0,0,0
"Product","/products/belmora-6-light-crystal-chandelier","ig","081226_Prospecting_Decor","direct",6,8,0,0,0,0
"Product","/products/guerre-outdoor-wall-light-dark-brown","fb","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","social",5,8,0,0,1,1
"Product","/products/half-moon-ring-wall-light","fb","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","social",3,8,0,0,0,1
"Product","/products/3-light-rectangular-rodan-cluster-hanging-light-with-chrome-canopy","ig","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","social",4,8,0,0,0,0
"Product","/products/sunbeam-glass-pendant-light-round-shade","google","BestsellersDemandGen_23697546917","search",2,8,0,0,0,0
"Product","/products/onset-outdoor-hanging-light-small",,,"direct",8,8,0,0,0,0
"Product","/products/gerrit-wall-light-white","fb","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","social",5,8,0,0,0,1
"Product","/products/dried-pampas-grass-pink",,,"direct",8,8,0,0,0,0
"Product","/products/modern-waterfall-rectangular-led-chandelier","bing","Shopping_Search_080826_170116_524537354","unknown",4,8,0,0,0,0
"Product","/products/berkshire-pleated-wall-hanging-light-sphere","ig","041126_Advantage Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","direct",3,8,0,0,0,0
"Collection","/collections/vases","email","VasesEdit","direct",2,8,0,0,0,0
"Product","/products/maria-theresa-style-crystal-chandelier","facebook","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","direct",1,8,0,0,0,0
"Product","/products/valencia-metal-pathway-light-brown",,,"direct",8,8,0,0,0,0
"Product","/products/jasmine-glass-ceiling-light","google","BrandShopping_23291591904","search",3,8,0,0,0,1
"Product","/products/feather-light-fixture-hanging-lamp","google","LightingShopping_21285710791","search",6,8,0,0,0,0
"Product","/products/tuscany-candle-stand","google","ShoppingIndexdecor_23361314596","search",3,8,0,0,0,0
"Collection","/collections/open-box","chatgpt.com",,"unknown",1,8,0,0,0,0
"Product","/products/calvino-arched-outdoor-hanging-lamp-clear-glass-black","ig","041126_Advantage Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","direct",7,8,0,0,0,0
"Product","/products/valentina-retro-style-metal-wall-lamp-gold","fb","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","direct",5,8,0,0,0,0
"Product","/products/decorative-rounded-grey-glass-crystal-pendant-lamp",,,"direct",6,8,0,0,0,0
"Product","/products/emmet-victorian-12-light-crystal-chandelier-amber","google","LightingShopping_21285710791","direct",7,8,0,0,0,0
"Product","/products/valentina-retro-style-metal-wall-lamp-brown","ig","081226_Prospecting_Decor","direct",2,8,0,0,0,0
"Product","/products/flora-magic-ceramic-table-lamp-sky-blue",,,"direct",8,8,0,0,0,0
"Product","/products/sunlight-sanctuary-bedside-table-lamp-large","google","Pmaxbleeders_20714640181","search",2,8,0,0,0,0
"Product","/products/fleur-glass-ceiling-light-white","facebook","041126_Advantage Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","direct",5,8,0,0,0,0
"Product","/products/triangular-cone-pendant-lamp-grey",,,"direct",8,8,0,0,0,0
"Product","/products/naz-3-light-linear-chandelier",,,"direct",8,8,0,0,0,0
"Product","/products/stream-outdoor-wall-light-white-glass","facebook","041126_Advantage Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","direct",5,8,0,0,0,0
"Product","/products/camella-deco-ceramic-vase",,,"direct",8,8,0,0,0,0
"Product","/products/stilo-linear-gold-floor-lamp-with-pleated-drum-shade-off-white",,,"direct",6,8,0,0,0,0
"Product","/products/visconte-glass-hanging-light-pink",,,"direct",8,8,0,0,0,0
"Product","/products/droplet-3-light-rectangular-cluster-pendant-light-with-black-ceiling-plate","fb","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","social",6,8,0,0,0,0
"Product","/products/moire-abstract-decorative-vase-yellow",,,"direct",8,8,0,0,0,0
"Product","/products/mono-white-pendant-light","ig","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","social",5,8,0,0,0,0
"Product","/products/farmhouse-6-light-wrought-iron-wagon-wheel-chandelier-black","ig","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","direct",1,8,0,0,0,0
"Product","/products/minimalistic-pendant-light-round",,,"direct",7,8,0,0,0,0
"Product","/products/kingsley-metal-floor-lamp","ig","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","direct",8,8,0,0,0,0
"Product","/products/goodman-study-lamp-paprika-finish","bing","PmaxLightingBing","search",7,8,0,0,0,0
"Product","/products/oxford-outdoor-wall-lantern-small","ig","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","social",4,8,0,0,0,0
"Product","/products/losico-9-arm-glass-crystal-chandelier","google","Pmaxbleeders_20714640181","search",2,8,0,0,0,0
"Product","/products/vintage-green-shade-pendant-light","google","BestsellersDemandGen_23697546917","direct",4,8,0,0,0,0
"Product","/products/leaf-designer-titanium-embroidered-cushion-cover",,,"direct",8,8,0,0,0,0
"Product","/products/orb-5-light-round-cluster-hanging-light-with-black-canopy",,,"direct",8,8,0,0,0,0
"Product","/products/castle-outdoor-hanging-light-white","fb","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","social",6,8,0,0,0,0
"Product","/products/meza-wall-lamp","bing","Shopping_Search_080826_170116_524537354","search",2,8,0,0,0,1
"Product","/products/andrav-black-gold-wall-light","ig","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","social",6,8,0,0,0,0
"Product","/products/palais-2-light-wall-sconce-purple","ig","041126_Advantage Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","direct",6,8,0,0,0,0
"Collection","/collections/table-lamps-for-living-room","google","LightingSearchaimax","search",5,8,0,0,0,0
"Product","/products/vintage-outdoor-pendant-light-black","ig","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","social",5,8,0,0,0,0
"Product","/products/danish-glass-ball-chandelier-blue","google","LightingShopping_21285710791","direct",3,8,0,0,0,0
"Product","/products/osiris-pendant-light-gold","google","LightingShopping_21285710791","search",5,8,0,0,0,0
"Product","/products/terrarium-gold-metal-glass-geometric-candle-lantern-large",,,"direct",8,8,0,0,0,0
"Product","/products/dry-pampas-grass-ruby-pink-bunny-tail",,,"direct",7,8,0,0,0,0
"Product","/products/kallos-decorative-set-of-4-terracotta-orbs-ivory","fb","072926_Advantage+Catalog_Terracotta_Decor_CBO_ASC_Evergreen_120246907043390384","direct",6,8,0,0,0,0
"Product","/products/sunbeam-glass-table-lamp-amber","ig","041126_Advantage Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","direct",4,8,0,0,0,0
"Product","/products/spotlight-bedroom-hanging-light-black",,,"direct",8,8,0,0,0,0
"Product","/products/rashford-modern-column-vase-white",,,"direct",8,8,0,0,0,0
"Product","/products/vintage-bronze-wall-light-grey","google","LightingShopping_21285710791","direct",3,8,0,0,0,0
"Collection","/collections/ceiling-lights","google","PMaxLightingNC_16828666790","direct",1,8,0,0,0,0
"Product","/products/valhalla-outdoor-wall-light-brown","ig","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","social",5,8,0,0,0,0
"Product","/products/palanga-outdoor-pole-light","google","PMaxLightingNC_16828666790","search",6,8,0,0,0,0
"Product","/products/volado-6-light-linear-chandelier-black","ig","041126_Advantage Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","direct",6,8,0,0,0,0
"Product","/products/rome-lamp-shade-dark-grey",,,"direct",8,8,0,0,0,0
"Product","/products/augusta-outdoor-hanging-light-large","fb","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","social",6,8,0,0,0,1
"Product","/products/feather-light-fixture-wall-lamp","ig","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","direct",7,8,0,0,0,0
"Product","/products/amore-flower-wall-light",,,"direct",7,8,0,0,0,0
"Product","/products/marcel-wall-sconce-black","bing","PmaxLightingBing","search",1,8,0,0,0,0
"Product","/products/thaliya-brass-tray-medium","ig","081226_Prospecting_Decor&Lighting_CBO_Sales_Evergreen_120246622751400384","social",3,8,0,0,0,0
"Product","/products/niksha-brass-bin",,,"search",4,8,0,0,0,0
"Product","/products/zander-outdoor-gate-light","google","PMaxLightingNC_16828666790","direct",8,8,0,0,0,0
"Product","/products/beg-style-glass-vase","google","ShoppingIndexdecor_23361314596","search",3,8,0,0,0,0
"Product","/products/white-textured-round-ceramic-vase","google","ShoppingIndexdecor_23361314596","search",1,8,0,0,0,0
"Product","/products/dome-wooden-wall-light-green","bing","PmaxLightingBing","unknown",2,8,0,0,0,0
"Product","/products/jolly-pendant-lamp-chrome","google","LightingShopping_21285710791","direct",2,8,0,0,0,0
"Product","/products/heritage-ceramic-jar-large",,,"direct",8,8,0,0,0,0
"Product","/products/lattice-ring-wall-sconce","bing","Shopping_Search_080826_170116_524537354","direct",8,8,0,0,0,0
"Product","/products/neowise-outdoor-gate-light",,,"direct",8,8,0,0,0,0
"Product","/products/olemi-pendant-lamp-orange-purple-white","ig","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","social",7,8,0,0,0,0
"Product","/products/modern-creative-macaron-horn-wall-lamp-black","ig","041126_Advantage Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","direct",2,8,0,0,0,0
"Product","/products/grazioso-contemporary-glass-vase","google","ShoppingIndexdecor_23361314596","search",5,8,0,0,0,0
"Product","/products/berkshire-pleated-wall-hanging-light-sphere","google","LightingShopping_21285710791","direct",4,8,0,0,0,0
"Product","/products/morrano-marble-lamp-home-decor-lamps-and-lighting","ig","041126_Advantage Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","direct",8,8,0,0,0,0
"Product","/products/blanca-3-light-round-cluster-pendant-with-gold-light-canopy","facebook","041126_Advantage Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","direct",7,8,0,0,0,0
"Product","/products/paige-outdoor-garden-pole-light","google","PMaxLightingNC_16828666790","direct",6,8,0,0,0,0
"Product","/products/nirvik-brass-cloche-with-glass-dome","google","ShoppingIndexdecor_23361314596","search",7,8,0,0,0,0
"Product","/products/up-down-outdoor-wall-light-large","google","LightingShopping_21285710791","search",5,8,0,0,0,0
"Product","/products/imperial-bliss-white-ceramic-table-lamp","fb","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","social",1,8,0,0,0,0
"Product","/products/stella-glass-vase-small","google","Pmaxbleeders_20714640181","search",1,8,0,0,0,0
"Product","/products/neowise-outdoor-pole-light",,,"direct",8,8,0,0,0,0
"Product","/products/relic-antique-elbow-wall-light-glass-shade",,,"unknown",1,8,0,0,0,0
"Product","/products/chaa-brass-tea-pot-set",,,"direct",7,8,0,0,0,0
"Product","/products/rose-gold-constellation-stainless-steel-wired-tealight-lantern-small",,,"direct",7,8,0,0,0,0
"Product","/products/binx-rustic-terracotta-vase-white",,,"direct",6,8,0,0,0,0
"Product","/products/falcon-outdoor-wall-light-black",,,"direct",8,8,0,0,0,0
"Product","/products/krisy-coral-ceramic-vase-orange","fb","060326_BOF_Retargeting_CBO_Sales_Warm_Hot_Evergreen_120244319824490384","social",2,8,0,0,0,0
"Product","/products/ribbed-floral-glass-pendant-light-green",,,"search",4,8,0,0,0,0
"Product","/products/serenara-black-outdoor-hanging-light-large","google","PMaxLightingNC_16828666790","search",5,8,0,0,0,0
"Product","/products/dome-hanging-light-amber",,,"search",3,8,0,0,0,0
"Product","/products/celestia-2-light-crystal-wall-light","ig","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","social",6,8,0,0,0,0
"Product","/products/chic-rays-black-metal-hanging-pendant-lamp","ig","041126_Advantage Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","direct",1,8,0,0,1,1
"Product","/products/artisan-crafted-american-style-ceramic-table-lamp-with-beige-shade",,,"direct",8,8,0,0,0,0
"Product","/products/reflecting-glow-modern-metal-glass-wall-lamp",,,"direct",8,8,0,0,0,0
"Product","/products/serenara-outdoor-wall-light-black",,,"direct",7,8,0,0,0,0
"Product","/products/rattan-crossed-cane-hanging-lamp",,,"search",2,8,0,0,0,0
"Product","/products/tall-monolith-ceramic-vase-black",,,"direct",8,8,0,0,0,0
"Product","/products/russet-terracotta-vase-medium","ig","090226_Advantage Catalog_Decor_CBO_ASC_Evergreen_120245840731820384","direct",2,8,0,0,0,0
"Product","/products/bird-mesh-outdoor-wall-light","google","PMaxLightingNC_16828666790","direct",5,8,0,0,0,0
"Product","/products/ruchika-brass-serving-tray",,,"direct",8,8,0,0,0,0
"Collection","/collections/decor",,,"direct",8,8,0,0,0,0
"Product","/products/huan-pendant-light-white","ig","041126_Advantage Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","direct",4,8,0,0,0,0
"Product","/products/marine-1-light-crystal-wall-sconce","google","PMaxLightingNC_16828666790","search",5,8,0,0,0,0
"Product","/products/kosipo-lantern-small",,,"direct",8,8,0,0,0,0
"Product","/products/wood-tip-pendant-lamp-dome-pink",,,"direct",5,8,0,0,0,0
"Product","/products/elite-venetian-8-light-crystal-chandelier","fb","081226_Prospecting_Decor&Lighting_CBO_Sales_Evergreen_120246622751400384","social",3,8,0,0,0,0
